Institution_Name,Contact_Id,Parent_Institution_Id,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2,Adddress_1,Address_2,Address_3,City,State,Country,Postal_Code
Janardan Bhagat Shikshan Prasarak Sanstha's Changu Kana Thakur Institute of Management Studies & Research  New Panvel,201537,501530,,,,,Plot No. 1 & 4  Sector-11  Khanda Colony   New Panvel(W)  Navi Mumbai.,,,Raigad,Maharashtra,India,
Yadavrao Tasgaonkar Institute of Pharmacy Chandhai  Bhiv-puri Road Station  Tal-Karjat.,201538,501531,,,,,Dr.N.Y.Tasgaonkar Education Complex  Village Chandhai Near Bhivpuri Road Rly station Tal-Karjat (on Mumbai-Pune Rly Rout),,,Raigad,Maharashtra,India,
Yadavrao Tasgaonkar Institute of Technology Chandhai   Bhiv-puri Road station  Tal- Karjat.,201539,501532,,,,,Dr.N.Y.Tasgaonkar Technical Education Complex  At Chandhai  Post Nasarapur  (Near Bhivpuri Road Rly. station) Tal-Karjat,,,Raigad,Maharashtra,India,
Mahatma Gandhi Mission's Institute of Management Studies & Research  Kamothe,201540,501533,,,,,MGM Educational Campus  Sector 1  Kamothe  Navi Mumbai,,,Raigad,Maharashtra,India,
Mahatma Education Society's Pillai's Institute of Management Studies & Research  New Panvel,201541,501534,,,,,Dr. K. M. Vasudevan Pillai's Campus 10  Sector 16  Podi No. 2  New Panvel  Maharashtra,,,Raigad,Maharashtra,India,
The Shri Rishikesh Shikshan Prasarak Mandal  D.D.Vispute College of Pharmacy & Research Centre  Devad,201542,501535,,,,,Gat No. 104 AT Post Devad  Tal-Panvel  Dist-Raigad,,,Raigad,Maharashtra,India,
Saraswati Education Society  Yadavrao Tasgaonkar College of Engineering and Management  Nasarapur  Chandai  Karjat,201543,501536,,,,,Chandhai  Neral - Kadav Raod  Post Nasrapur  Taluka Karjat  Dist. Raigad.,,,Raigad,Maharashtra,India,
Mahatma Education Society's Pillais College of Architecture  New Panvel,201544,501537,,,,,Pillais College of Architecture Dr. K.M.Vasudevan Pillai's Campus  10  Sector 16  New Panvel  Navi Mumbai,,,Raigad,Maharashtra,India,
Mahatma Education Society's Pillais College of HOCL College of Engineering & Technology  Rasayani via Panvel,201545,501538,,,,,Rasayani  Via Panvel.,,,Raigad,Maharashtra,India,
Mahatma Education Society's  Pillai College of Engineering  New Panvel,201546,501539,,,,,Dr. K.M.Vasudevan Pillais' Campus Plot No. 10  Sector 16  New Panvel  Raigad,,,Raigad,Maharashtra,India,
M.G.M.'s College of Engineering and Technology  Kamothe  Navi Mumbai,201547,501540,,,,,At Junction of NH4 & Sion-Panvel Expressway Sector 18  plot 1& 2  Kamothe  Navi Mumbai,,,Raigad,Maharashtra,India,
Leela Education Society  G.V. Acharya Institute of Engineering and Technology  Shelu  Karjat,201548,501541,,,,,Shelu/Damat Village  (Opp. Shelu Rly Station)  Tal. Karjat.,,,Raigad,Maharashtra,India,
K.E.S.'s Narayan Nagu Patil Engineering College  Pen,201549,501542,,,,,Konkan Education Society's Narayan Nagu Patil Engineering College  Mumbai - Goa Highway  A/P & Tal. Pen ,,,Raigad,Maharashtra,India,
Dr.Babasaheb Ambedkar Technological University  Lonere,201550,501543,,,,,Dr. Babasaheb Ambedkar Technological University  Vidyavihar  P.O. Lonere  Ta-Mangaon,,,Raigad,Maharashtra,India,
Konkan Dyanpeeth's Rahul Dharkar College of Pharmacy & Research Institute  Dahivali  karjat  Raigad,201551,501544,,,,,Vengaon Road  Dahivali  Karjat  Dist. Raigad,,,Raigad,Maharashtra,India,
Konkan Gyanpeeth College of Engineering  Karjat,201552,501545,,,,,Konkan Gyanpeeth College of Engineering  Vengaon Road  Dahivali  Karjat,,,Raigad,Maharashtra,India,
Bhartiya Education Soc.'s Institute of Pharmacy  Velshet  Tal. Roha  Dist. Raigad.,201553,501546,,,,,At. Velshet  Nagothane  Tal. Roha  Dist. Raigad.,,,Raigad,Maharashtra,India,
Saraswati Education Society  Saraswati Institute of Technology  Kharghar  New Mumbai,201554,501547,,,,,Plot No.-46/46A  Opp. M.S.E.B.Sub Station,,,Raigad,Maharashtra,India,
SARASWATI EDUCATION SOCIETY  YADAVRAO TASGAONKAR POLYTECHNIC  CHANDHA  NASARAPUR  BHIVPURI ROAD RAILWAY,201555,501548,,,,,AT-CHANDHAI  POST NASARAPUR   NEAR BHIVPURI ROAD RAILWAY STATION  TALUKA KARJAT.,,,Raigad,Maharashtra,India,
Anjuman-Islam's  Abdul Razzak Kalsekar polytechnic Panvel Navi  Mumbai,201556,501549,,,,,Plot No. 3   sector-16  Near Garden Hotel  Thana Naka   Panvel,,,Raigad,Maharashtra,India,
Navyug Vidyapeeth Trust's Institute of Pharmacy Mahad  Raigad,201557,501550,,,,,Ladawali  Mahad  Dist:Raigad-402301,,,Raigad,Maharashtra,India,
ITM Institute of  Hotel Management and Catering Technology  Navi Mumbai,201558,501551,,,,,ITM Campus  Plot No 25/26 Institutional Area Sector-4 ,,,Raigad,Maharashtra,India,
SARASWATI EDU. SOC.  YADAVRAO TASGAONKAR INSTITUTE OF PHARMACY(DIPLOMA)  BHIVPURI  KARJAT,201559,501552,,,,,CHANDHAI  NEAR BHIVPURI RAILWAY STATION  TALUKA- KARJAT  DIST- RAIGAD,,,Raigad,Maharashtra,India,
PRABHAKAR PATIL EDUCATION SOCIETY'S  POLYTECHNIC RAIGAD,201560,501553,,,,,S.NO. 54A  AT.BILAVALE (THAKUR WADI)POST: VAVANDHAL  TAL.KHALAPUR  DIST.RAIGAD,,,Raigad,Maharashtra,India,
MAHATMA EDUCATION SOCIETY'S  PILLAIS HOC POLYTECHNIC  KHALAPUR,201561,501554,,,,,PILLAI HOCL EDUCATIONAL CAMPUS  RASAYANI VIA PANVEL  TAL-KHALAPUR RAIGAD,,,Raigad,Maharashtra,India,
Institute of Printing Technoloy and Research  Panvel,201562,501555,,,,,Plot No.3  Sector No. 11  Near Railway Crossing,,,Raigad,Maharashtra,India,
Saraswati Education Society  Dr. Nandkumar Y. Tasgaonkar Polytechnic Raigad,201563,501556,,,,,SAU. VANDANA N. TASGAONKAR TECHNICAL EDUCATION COMPLEX  DIKSAL  KALYAN-KARJ,,,Raigad,Maharashtra,India,
LEELA EDUCATION SOCIETY  G. V. ACHARYA POLYTECHNIC  KARJAT,201564,501557,,,,,OPP.SHELU RLY.STN. SHELU(W) TAL.KARJAT,,,Raigad,Maharashtra,India,
BHARTIYA EDUCATION/ SOCIAL CHARITABLE TRUST  SHETH SHRI OTARMAL SHESHMAL PARMAR COLLEGE OF DIPLOMA ENGINEERING,201565,501558,,,,,S.NO.OF LAND 349/350  VELSHET-NAGOTHANE POST:PAIGONDA TAL:ROHA  DIST:RAIGAD,,,Raigad,Maharashtra,India,
Navyug Vidyapith Trust's Joharabai Antulay Computer Academy  Raigad,201566,501559,,,,,Laldavali  Raigad Road Mahad ,,,Raigad,Maharashtra,India,
Mahatma Edu.Soc.'s Pillai's HOC Institute of Management studies & research  Rasayani  Via Panvel,201567,501560,,,,,Pillai's HOCL Educational Campus Rasayani Khalapur  Via Panvel  Dist Raigad.,,,Raigad,Maharashtra,India,
Pillais' Polytechnic New Panvel  Dist. Raigad,201568,501561,,,,,Dr. K.M. Vasudevan Pillais Campus  Plot No.10 ,,,Raigad,Maharashtra,India,
Government Polytechnic  Pen,201569,501562,,,,,Shivaji nagar Ramwadi tal- Pen  Dist- Raigad,,,Raigad,Maharashtra,India,
Dr. Babasaheb Ambedkar Tech. University Institute of Petro Chemical Engineering  Lonere.,201570,501563,,,,,Vidyavihar  Lonere  Tal : Mangaon,,,Raigad,Maharashtra,India,
Khalapur Taluka Shikshan Prasarak Mandal's Khopoli Polytechnic Raigad,201571,501564,,,,,Near Old Police Station  Khopoli,,,Raigad,Maharashtra,India,
ROYAL INSTITUTE OF TECHNOLOGY AND SCIENCE A.P,201572,501565,,,,,"ROYAL INSTITUTE OF TECHNOLOGY & SCIENCE
VILLAGE: DAMERGIDDA
MANDAL: CHEVELLA
DISTRICT: RANGA REDDY
STATE : TELANGANA",,,Rangareddy,Maharashtra,India,
METHODIST COLLEGE OF ENGINEERING & TECHNOLOGY,201573,501566,,,,,Abids kingkoti Hyderabad-500001,,,Rangareddy,Maharashtra,India,
Malla Reddy College of Engineering and Technology,201574,501567,,,,,Maisammaguda mandal  Medchal,,,Rangareddy,Maharashtra,India,
ST.MARY'S GROUP OF INSTITUTIONS HYDERABAD,201575,501568,,,,,Near Ramoji Filmcity  Behind Mount opera  Deshmukhi (V)  Pochampally (M) Nalgonda (D)  Telangana-508284,,,Rangareddy,Maharashtra,India,
Urja Education Society's Aditya Polytechnic  Ratnagiri,201576,501569,,,,,GAT NO. 493  AT AND POST TALAWADE  COLLEGE ROAD  NEAR ADAVALI RAILWAY STATION  TALUKA LANJA  DIST. RATNAGIRI  MAHARASHTRA,,,Ratnagiri,Maharashtra,India,
Dalvi Education and charitable trust Maharashtra Polytechnic  Soveli  Tal. Mandangad,201577,501570,,,,,At Shenale  Post Soveli  Tal. Mandangad  Dist Ratnagiri,,,Ratnagiri,Maharashtra,India,
VPM's Maharshi Parshuram College of Engineering  Velneshwar  Ratnagiri.,201578,501571,,,,,At Post Velneshwar  Hedvai-Guhagar Road  Guhagar Ratnagiri.,,,Ratnagiri,Maharashtra,India,
The Navkonkan Education Society's Institute of Management Studies  Chiplun,201579,501572,,,,,S.K.Patil Nagar  Mumbai Goa High way  Chiplun  Dist.Ratnagiri,,,Ratnagiri,Maharashtra,India,
Shree Vitthalrao Joshi Charity Trust's College of Advance studies  Deravan  Tal Chiplun  Ratnagiri,201580,501573,,,,,At Post Deravan  Tal Chiplun  Ratnagiri,,,Ratnagiri,Maharashtra,India,
Rajendra Mane Polytechnic  Devrukh  Tal. Sangmeshwar  Dist. Ratnagiri,201581,501574,,,,,"Survey No. 50/19 & 48/10  Ambav  Devrukh  Tal. Sangmeshwar  
Dist-Ratnagiri-415804",,,Ratnagiri,Maharashtra,India,
Sahyadri Institute of Management & Research  Ssawarde.,201582,501575,,,,,Sawarde  N.H. 17  Chiplun  Dist. Ratnagiri. Ratnagiri   415606,,,Ratnagiri,Maharashtra,India,
Mandar Education Society's Rajaram Shinde College of Computer Application  Chiplun,201583,501576,,,,,0 0,,,Ratnagiri,Maharashtra,India,
Government Polytechnic  Ratnagiri,201584,501577,,,,,Near Thiba Palace  Tal.& Dist. Ratnagiri,,,Ratnagiri,Maharashtra,India,
Mandar Education Society's Rajaram Shinde  Institute of Engineering and Technology  Pedhambe,201585,501578,,,,,Mandar Education Society's  Rajaram Shinde Instt of Engg,,,Ratnagiri,Maharashtra,India,
SAHYADRI SHIKSHAN SANSTHA'S SAHYADRI POLY.SAWARDE(RATNAGIRI),201586,501579,,,,,TECHNICAL CAMPUS    SAWARDE (VAHAL PHATA)  TAL:CHIPLUN ,,,Ratnagiri,Maharashtra,India,
Government  Polytechnic (Pharmacy)  Ratanagiri,201587,501580,,,,,Ratnagiri 415612,,,Ratnagiri,Maharashtra,India,
Mandar Education Society's College of Pharmacy(Diploma)  Pedhambe,201588,501581,,,,,Mandar Education Society's College of Pharmacy(Diploma)  Pedhambe,,,Ratnagiri,Maharashtra,India,
Sahyadri Shikshan Sanstha's College of Pharmacy Sawarde,201589,501582,,,,,Savarde  Technical Campus (Wahal Phata),,,Ratnagiri,Maharashtra,India,
Degree College Of Pharmacy Sawarde,201590,501583,,,,,Sawarde (Wahalphata) Tal. Chiplun Dist. Ratnagiri,,,Ratnagiri,Maharashtra,India,
Finolex Academy of Management and Technology  Ratnagiri,201591,501584,,,,,Finolex Academy of Management and Technology  P- 60  P-60/1  MIDC  Mirjole Block  Ratnagiri,,,Ratnagiri,Maharashtra,India,
Gharda Foundation's Gharda Institute of Technology Khed  Ratnagiri,201592,501585,,,,,A & Po. Lavel Tal Khed ,,,Ratnagiri,Maharashtra,India,
Government College of Pharmacy  Ratnagiri,201593,501586,,,,,Government Polytechnic Campus  Near Thiba Palace  Ratnagiri,,,Ratnagiri,Maharashtra,India,
Mandar Education Society's Rajaram Shinde College of Engineering  Pedhambe,201594,501587,,,,,Mandar Education Society's Rajaram Shinde College of Engineering  At Pedhambe  Po. Alore  Tal : Chiplun ,,,Ratnagiri,Maharashtra,India,
Rajendra Mane College of Engineering & Technology  Ambav Deorukh.,201595,501588,,,,,Rajendra Mane College of Engineering & Technology A/P Ambav Tal Sangameshwar,,,Ratnagiri,Maharashtra,India,
Prabhodhan Shikshan Prasarak Sanshta's Indira Institute of Pharmacy  Sadavali,201596,501589,,,,,A/P Sadavali (Devrukh) Taluka: Sangmeshwar  Dist. Ratnagiri,,,Ratnagiri,Maharashtra,India,
Mandar Education Society's Rajaram Shinde College of Master of Business Adminstration  Pedambe Tal : Chiplun,201597,501590,,,,,At Pedhambe Po. Alore  Tal. Chiplun Dist: Ratnagiri,,,Ratnagiri,Maharashtra,India,
Sahjeevan Shikshan Sanstha's Vishwakarma Sahjeevan Institute of Management  Khed Dist Ratnagiri,201598,501591,,,,,At post Khed.  Dist Ratnagiri,,,Ratnagiri,Maharashtra,India,
Shri Ambabai Talim Sanstha  Sanjay Bhokare Group of Institutes  Miraj,201599,501592,,,,,Tilak Nagar  Miraj-Sangli Road  Wanleshwadi Miraj  Dist Sangli,,,Sangli,Maharashtra,India,
Shetkari Shikshan Mandal's Pad. Vasnatraodada Patil Institute of Technology  Budhgaon  Sangli,201600,501593,,,,,(PVPIT)   At Post- Budhgaon  Tal : Miraj  Dist-Sangli pin 416304,,,Sangli,Maharashtra,India,
Shetkari Shikshan Prasarak Mandal  Jaywant College of Engineering & Management  Walva,201601,501594,,,,,Gut No. 319/1  Kille Machindragad  Tal. Walva.,,,Sangli,Maharashtra,India,
Shri Appasaheb Birnale College of Pharmacy  Sangli,201602,501595,,,,,Shri Vasantrao Banduji Patil Trust's Appasaheb Birnale College of Pharmacy  Sangli Sangli-Miraj Road South Shivajinagar ,,,Sangli,Maharashtra,India,
Walchand College of Engineering  Sangli,201603,501596,,,,,Miraj-Sangli Rd.Opp.Willingdon college post office  Vishrambag  Sangli,,,Sangli,Maharashtra,India,
K.E. Socities. Rajarambapu College of Pharmacy   Kasegaon  Sangli,201604,501597,,,,,K.E. Socities. Rajarambapu College of Pharmacy   Kasegaon    Tal Walwa,,,Sangli,Maharashtra,India,
Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research  Khambale Tal. Khanapur,201605,501598,,,,,Post Khambale   Vita Tal. Khanapur Dist . Sangli,,,Sangli,Maharashtra,India,
Appasaheb Birnale College of Architecture  Sangli,201606,501599,,,,,Shri Vasantrao Banduji Trust's Appasaheb Birnale College of Architecture  South Shivajinagar ,,,Sangli,Maharashtra,India,
Annasaheb Dange College of Engineering and Technology  Ashta  Sangli,201607,501600,,,,,A.D.C.E.T.   ( ISO 9001:2000 Registered Institute )                                                            At & Post : Ashta. Tal- Walwa,,,Sangli,Maharashtra,India,
Bharti Vidyapeeth's Institute of Technology for Girls  Sangli,201608,501601,,,,,Atpost:Palus Tal:Palus  Dist:Sangli,,,Sangli,Maharashtra,India,
SHRI SWAMI VIVEKANAND SHIKSHAN SANTHA'S INSTITUTE OF PHARMACY MIRAJ,201609,501602,,,,,SHRI SHIKSHANMAHARSHI DR.BAPUJI SALUNKHE COLLEGE CAMPUS  PANDHARPUR ROAD  MIRAJ,,,Sangli,Maharashtra,India,
Appasaheb Birnale College of Pharmacy  Sangli,201610,501603,,,,,SANGLI-MIRAJ ROAD,,,Sangli,Maharashtra,India,
LATTHE EDUCATION SOCIETY'S   POLYTECHNIC LATTHE EDUCATION SOCIETY'S POLYTECHNIC  SANGLI,201611,501604,,,,,P-41  MIDC  KUPWAD,,,Sangli,Maharashtra,India,
Shree Ambabai Talim Sanstha's Diploma In Pharmacy  Wanlesswadi  Miraj  Sangli,201612,501605,,,,,Near Kripamai Hospital  Wanlesswadi  Miraj-Sangli Road ,,,Sangli,Maharashtra,India,
Walwa Taluka Education Societys S D Patil Institute of Pharmacy  Urun Islampur,201613,501606,,,,,S D Patil Nagar  Urun Islampur,,,Sangli,Maharashtra,India,
Loknete Hanamantrao Patil College of Pharmacy  Vita.,201614,501607,,,,,At Post Vita  (Bhavani Nagar)Tal- Khanapur  Dist- Sangli,,,Sangli,Maharashtra,India,
Government Polytechnic  Miraj,201615,501608,,,,,Near Maji Sainik Vasahat  Vidyanagar,,,Sangli,Maharashtra,India,
Shetkari Shikshan Mandal 's Padambooshan Vasantraodada Patil Institute Of Technology   Budhgaon,201616,501609,,,,,"At Post Budhgaon  Tasgaon Road 
Tal-Miraj",,,Sangli,Maharashtra,India,
Gulabrao Patil Memorial Trust  Gulabrao Patil College of Pharmacy  Miraj,201617,501610,,,,,795  Budhgaonkar Mala  Near Government Milk Dairy ,,,Sangli,Maharashtra,India,
Shri Venkateshwara shikshan Sanstha's Venkteshwara Institute of Management Peth Naka,201618,501611,,,,,Gat No. 2665  Puna-Bangalore  NH-4  Highway  At & Post Peth Naka  Tal. Walwa.,,,Sangli,Maharashtra,India,
Chh. Shahu Institute Of Business  Education  And Research Vasantraodada Patil Institute Of Management Studies & Research,201619,501612,,,,,Sangli - Miraj Road  Wanlesswadi Sangli,,,Sangli,Maharashtra,India,
Bharati Vidyapith's Institute of Management & Rural Development Administration  Sangli,201620,501613,,,,,Bharati Vidyapith Bhavan   Rajwada Chowk  Sangli,,,Sangli,Maharashtra,India,
K. E. Society's Rajarambapu Institute of Technology  Management Studies (MBA) Walwa Sangli,201621,501614,,,,,Kasegaon Education Society's Rajarambapu Institute of Technology  At Rajaram nagar  P.O.Sakharale  Tal: Walva ,,,Sangli,Maharashtra,India,
Deccan Education Society's Institute of Management Development & Research  Sangli,201622,501615,,,,,P.O. Willingdon College Deccan Education Society Campus  Sangli Vishrambag  Sangli,,,Sangli,Maharashtra,India,
Vasantdada Patil Dental College  Sangli,201623,501616,,,,,,,,Sangli,Maharashtra,India,
Bharati Vidyapith's Institute of Management and Rural Development Administration  Sangli,201624,501617,,,,,Bharati Vidyapith Bhavan   Rajwada Chowk  Sangli,,,Sangli,Maharashtra,India,
Jeevan Prabodhini MCA College Khanapur  Gardi Sangli,201625,501618,,,,,Gat No.578  AT Post-Gardi Tal-Khanapur  Sangli,,,Sangli,Maharashtra,India,
Shetakari Shikshan Prasarak Mandal Shri. Jayawantrao Bhosale Polytechnic  Kille Machindragad  Tal-Walwa  Sangli,201626,501619,,,,,Survey No. 319/1  320   Kille Machindragad  Tal-Walwa  Dist Sangli,,,Sangli,Maharashtra,India,
Ninaidevi Shikshan Prasarak Mandal Shri. Shivajirao Deshmukh Institute of Technology  Shirala  Sangli,201627,501620,,,,,Red  Batish Shirala  Sangli,,,Sangli,Maharashtra,India,
Gobbi Institute Of Management  Tikondi,201628,501621,,,,,Tikondi - Kaganari Road  Tikondi Tal- Jath,,,Sangli,Maharashtra,India,
RAJARSHI SHAHU SHIKSHAN SANSTHA  VITTHAL PATIL POLYTECHNIC  MIRAJ,201629,501622,,,,,GAT NO. 640/641/642/643 A/P INAM DHAMNI TAL MIRAJ,,,Sangli,Maharashtra,India,
Navbharat Shikshan Mandal s Shantiniketan Polytechnic College  Sangli,201630,501623,,,,,Survey No. 1911  Shantiniketan Lokvidyapeeth,,,Sangli,Maharashtra,India,
LOKNETE MA.HANUMANTRAO PATIL CHARITABLE TRUST  ADARSH INSTITUTE OF TECHNOLOGY (POLY)  KHAMBALE,201631,501624,,,,,GAT NO.421 AT POST KHAMBALE  VITA  TALUKA KHANPUR  DIST. SANGLI,,,Sangli,Maharashtra,India,
SHRIRAM EDUCATION SOCEITY'S SHIVAJI POLYTECHNIC COLLEGE  ATPADI  SANGLI,201632,501625,,,,,NEAR SURESH INDIANS GAS AGENCY 1370 GAT NO.4169 TO 4175 TAL.ATPADI,,,Sangli,Maharashtra,India,
SHRI. VENKATESHWARA SHIKSHAN SANSTHA'S NANASAHEB MAHADIK POLYTECHNIC INSTITUTE  WALWA,201633,501626,,,,,GAT NO.905 A/1 PUNE BANGLORE NH-4 HIGHWAY AT & POST PETH  TAL ALWA DIST SAN,,,Sangli,Maharashtra,India,
Government Residence Women Polytechnic  Tasgaon,201634,501627,,,,,TASGAON DIST. SANGLI,,,Sangli,Maharashtra,India,
SANDIPANI CHARITABLE TRUST  M.D. JADHAV INSTITUTE OF TECHNOLOGY,201635,501628,,,,,GAT NO.986 987  A/P.BHOSE  TAL.MIRAJ,,,Sangli,Maharashtra,India,
SHRI UMAJIRAO SANAMADIKAR MEDICAL FOUNDATION'S SIDDHARATH POLYTECHNIC  SEGAON,201636,501629,,,,,S.NO. 672/1  SEGAON ROAD  JATH DIST SANGLI,,,Sangli,Maharashtra,India,
Shetkari Shikshan Mandal's Pad. Vasnatraodada Patil Institute of Technology  Budhgaon (Diploma) Sangli,201637,501630,,,,,PVPIT)  Budhgaon  Tasgaon Rd.  Tal : Miraj,,,Sangli,Maharashtra,India,
Teerthankar Education Society's Dr. Shivajirao Kadam College of B.Pharmacy  Kasbe Digraj Sangli,201638,501631,,,,,A/P Kasbe Digraj Baganwat Sangli,,,Sangli,Maharashtra,India,
Walwa Taluka Education Society's Shri. S. D. Patil College of Architecture  Islampur,201639,501632,,,,,S.D. Patil Nagar  C.S. No. 3368/B  URN-Islampur  Taluka Walva  District Sangli.,,,Sangli,Maharashtra,India,
Sant Dnyaneshwar Shikshan Sanstha  Annasaheb Dange College of B.Pharmacy  Ashta  Sangli,201640,501633,,,,,A/P Ashta  Tal-Walwa  Dist-Sangli,,,Sangli,Maharashtra,India,
Adarsh College of Pharmacy  Vita  Sangli,201641,501634,,,,,Bhavani Nagar  Kundal Road  Vita  Tal. khanapur  dist. Sangli  Maharashtra 415311,,,Sangli,Maharashtra,India,
Annasaheb Dange College of D. Pharmacy  Ashta  Sangli,201642,501635,,,,,A/P Ashta  Tal. Walwa Dist Sangli,,,Sangli,Maharashtra,India,
Eklavya College of Pharmacy  Tasgaon   Sangli,201643,501636,,,,,Tasgaon-Manerajuri Road  Vasumbe  Tasgaon Taluka Tasgaon Dist Sangli,,,Sangli,Maharashtra,India,
Nootan College of Pharmacy  Kavathe-mahankal  Sangli,201644,501637,,,,,Gat No. 412  Landgewadi  Kavatemankal  Dist Sangli,,,Sangli,Maharashtra,India,
Vishnuanna Patil Institute of Engineering and Technology Sangli,201645,501638,,,,,At. Post Kavalapur  Tal Miraj Sangli-Tasgaon Road Sangli   416306,,,Sangli,Maharashtra,India,
Abasaheb Garware Institute of Management Studies (For Women)  Sangli,201646,501639,,,,,C/O. Women's Education Society  S.T.Stand Road  Khanbhag Sangli Sangli   416416,,,Sangli,Maharashtra,India,
